index,OrderID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
19,CA-2014-143336,1.4091E+12,1409529600000.00,Second Class,ZD-21925,TEC-PH-10001949,213.48,3,0.2,16.011
20,CA-2014-143336,1.4091E+12,1409529600000.00,Second Class,ZD-21925,OFF-BI-10002215,22.72,4,0.2,7.384
21,CA-2016-137330,1.48124E+12,1481587200000.00,Standard Class,KB-16585,OFF-AR-10000246,19.46,7,0,5.0596
22,CA-2016-137330,1.48124E+12,1481587200000.00,Standard Class,KB-16585,OFF-AP-10001492,60.34,7,0,15.6884
23,US-2017-156909,1.50016E+12,1500336000000.00,Second Class,SF-20065,FUR-CH-10002774,71.372,2,0.3,-1.0196
24,CA-2015-106320,1.44314E+12,1443571200000.00,Standard Class,EB-13870,FUR-TA-10000577,1044.63,3,0,240.2649
25,CA-2016-121755,1.4529E+12,1453248000000.00,Second Class,EH-13945,OFF-BI-10001634,11.648,2,0.2,4.2224
26,CA-2016-121755,1.4529E+12,1453248000000.00,Second Class,EH-13945,TEC-AC-10003027,90.57,3,0,11.7741
27,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,FUR-BO-10004834,3083.43,7,0.5,-1665.0522
28,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,OFF-BI-10000474,9.618,2,0.7,-7.0532
29,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,FUR-FU-10004848,124.2,3,0.2,15.525
30,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,OFF-EN-10001509,3.264,2,0.2,1.1016
31,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,OFF-AR-10004042,86.304,6,0.2,9.7092
32,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,OFF-BI-10001525,6.858,6,0.7,-5.715
33,US-2015-150630,1.44245E+12,1442793600000.00,Standard Class,TB-21520,OFF-AR-10001683,15.76,2,0.2,3.546
34,CA-2017-107727,1.50837E+12,1508716800000.00,Second Class,MA-17560,OFF-PA-10000249,29.472,3,0.2,9.9468
35,CA-2016-117590,1.48116E+12,1481328000000.00,First Class,GH-14485,TEC-PH-10004977,1097.544,7,0.2,123.4737
36,CA-2016-117590,1.48116E+12,1481328000000.00,First Class,GH-14485,FUR-FU-10003664,190.92,5,0.6,-147.963
37,CA-2015-117415,1.45117E+12,1451520000000.00,Standard Class,SN-20710,OFF-EN-10002986,113.328,9,0.2,35.415
38,CA-2015-117415,1.45117E+12,1451520000000.00,Standard Class,SN-20710,FUR-BO-10002545,532.3992,3,0.32,-46.9764
39,CA-2015-117415,1.45117E+12,1451520000000.00,Standard Class,SN-20710,FUR-CH-10004218,212.058,3,0.3,-15.147
40,CA-2015-117415,1.45117E+12,1451520000000.00,Standard Class,SN-20710,TEC-PH-10000486,371.168,4,0.2,41.7564
41,CA-2017-120999,1.505E+12,1505433600000.00,Standard Class,LC-16930,TEC-PH-10004093,147.168,4,0.2,16.5564
42,CA-2016-101343,1.46871E+12,1469145600000.00,Standard Class,RA-19885,OFF-ST-10003479,77.88,2,0,3.894
43,CA-2017-139619,1.50578E+12,1506124800000.00,Standard Class,ES-14080,OFF-ST-10003282,95.616,2,0.2,9.5616
44,CA-2016-118255,1.45765E+12,1457827200000.00,First Class,ON-18715,TEC-AC-10000171,45.98,2,0,19.7714
45,CA-2016-118255,1.45765E+12,1457827200000.00,First Class,ON-18715,OFF-BI-10003291,17.46,2,0,8.2062
46,CA-2014-146703,1.41376E+12,1414195200000.00,Second Class,PO-18865,OFF-ST-10001713,211.96,4,0,8.4784
47,CA-2016-169194,1.46638E+12,1466812800000.00,Standard Class,LH-16900,TEC-AC-10002167,45,3,0,4.95
48,CA-2016-169194,1.46638E+12,1466812800000.00,Standard Class,LH-16900,TEC-PH-10003988,21.8,2,0,6.104
49,CA-2015-115742,1.42932E+12,1429660800000.00,Standard Class,DP-13000,OFF-BI-10004410,38.22,6,0,17.9634
50,CA-2015-115742,1.42932E+12,1429660800000.00,Standard Class,DP-13000,OFF-LA-10002762,75.18,6,0,35.3346
51,CA-2015-115742,1.42932E+12,1429660800000.00,Standard Class,DP-13000,FUR-FU-10001706,6.16,2,0,2.9568
52,CA-2015-115742,1.42932E+12,1429660800000.00,Standard Class,DP-13000,FUR-CH-10003061,89.99,1,0,17.0981
53,CA-2016-105816,1.48141E+12,1481932800000.00,Standard Class,JM-15265,OFF-FA-10000304,15.26,7,0,6.2566
54,CA-2016-105816,1.48141E+12,1481932800000.00,Standard Class,JM-15265,TEC-PH-10002447,1029.95,5,0,298.6855
55,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,OFF-ST-10000604,208.56,6,0,52.14
56,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,OFF-PA-10001569,32.4,5,0,15.552
57,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,FUR-CH-10003968,319.41,5,0.1,7.098
58,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,OFF-PA-10000587,14.56,2,0,6.9888
59,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,TEC-AC-10002167,30,2,0,3.3
60,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,OFF-BI-10001460,48.48,4,0.2,16.362
61,CA-2016-111682,1.46612E+12,1466208000000.00,First Class,TB-21055,OFF-AR-10001868,1.68,1,0,0.84
62,CA-2015-135545,1.44832E+12,1448841600000.00,Standard Class,KM-16720,TEC-AC-10004633,13.98,2,0,6.1512
63,CA-2015-135545,1.44832E+12,1448841600000.00,Standard Class,KM-16720,OFF-BI-10001078,25.824,6,0.2,9.3612
64,CA-2015-135545,1.44832E+12,1448841600000.00,Standard Class,KM-16720,OFF-PA-10003892,146.73,3,0,68.9631
65,CA-2015-135545,1.44832E+12,1448841600000.00,Standard Class,KM-16720,FUR-FU-10000397,79.76,4,0,22.3328
66,US-2015-164175,1.43035E+12,1430784000000.00,Standard Class,PS-18970,FUR-CH-10001146,213.115,5,0.3,-15.2225
67,CA-2014-106376,1.41774E+12,1418169600000.00,Standard Class,BS-11590,OFF-AR-10002671,1113.024,8,0.2,111.3024
68,CA-2014-106376,1.41774E+12,1418169600000.00,Standard Class,BS-11590,TEC-PH-10002726,167.968,4,0.2,62.988
69,CA-2016-119823,1.465E+12,1465171200000.00,First Class,KD-16270,OFF-PA-10000482,75.88,2,0,35.6636
70,CA-2016-106075,1.47416E+12,1474588800000.00,Standard Class,HM-14980,OFF-BI-10004654,4.616,1,0.2,1.731
71,CA-2017-114440,1.50535E+12,1505606400000.00,Second Class,TB-21520,OFF-PA-10004675,19.05,3,0,8.763
72,US-2015-134026,1.43001E+12,1430524800000.00,Standard Class,JE-15745,FUR-CH-10000513,831.936,8,0.2,-114.3912
73,US-2015-134026,1.43001E+12,1430524800000.00,Standard Class,JE-15745,FUR-FU-10003708,97.04,2,0.2,1.213
74,US-2015-134026,1.43001E+12,1430524800000.00,Standard Class,JE-15745,OFF-ST-10004123,72.784,1,0.2,-18.196
75,US-2017-118038,1.51278E+12,1512950400000.00,First Class,KB-16600,OFF-BI-10004182,1.248,3,0.8,-1.9344
76,US-2017-118038,1.51278E+12,1512950400000.00,First Class,KB-16600,FUR-FU-10000260,9.708,3,0.6,-5.8248
77,US-2017-118038,1.51278E+12,1512950400000.00,First Class,KB-16600,OFF-ST-10000615,27.24,3,0.2,2.724
78,US-2014-147606,1.41696E+12,1417392000000.00,Second Class,JE-15745,FUR-FU-10003194,19.3,5,0.6,-14.475
79,CA-2016-127208,1.46569E+12,1465948800000.00,First Class,SC-20770,OFF-AP-10002118,208.16,1,0,56.2032
80,CA-2016-127208,1.46569E+12,1465948800000.00,First Class,SC-20770,OFF-BI-10002309,16.74,3,0,8.0352
81,CA-2014-139451,1.41307E+12,1413417600000.00,Standard Class,DN-13690,OFF-AR-10002053,14.9,5,0,4.172
82,CA-2014-139451,1.41307E+12,1413417600000.00,Standard Class,DN-13690,OFF-ST-10002370,21.39,1,0,6.2031
83,CA-2015-149734,1.44124E+12,1441670400000.00,Standard Class,JC-16105,OFF-EN-10000927,200.984,7,0.2,62.8075
84,US-2017-119662,1.51053E+12,1510790400000.00,First Class,CS-12400,OFF-ST-10003656,230.376,3,0.2,-48.9549
85,CA-2017-140088,1.49593E+12,1496102400000.00,Second Class,PO-18865,FUR-CH-10000863,301.96,2,0,33.2156
86,CA-2017-155558,1.50898E+12,1509580800000.00,Standard Class,PG-18895,TEC-AC-10001998,19.99,1,0,6.7966
87,CA-2017-155558,1.50898E+12,1509580800000.00,Standard Class,PG-18895,OFF-LA-10000134,6.16,2,0,2.9568
88,CA-2016-159695,1.45981E+12,1460246400000.00,Second Class,GM-14455,OFF-ST-10003442,158.368,7,0.2,13.8572
89,CA-2016-109806,1.47407E+12,1474502400000.00,Standard Class,JS-15685,OFF-AR-10004930,20.1,3,0,6.633
90,CA-2016-109806,1.47407E+12,1474502400000.00,Standard Class,JS-15685,TEC-PH-10004093,73.584,2,0.2,8.2782
91,CA-2016-109806,1.47407E+12,1474502400000.00,Standard Class,JS-15685,OFF-PA-10000304,6.48,1,0,3.1104
92,CA-2015-149587,1.42266E+12,1423094400000.00,Second Class,KB-16315,OFF-PA-10003177,12.96,2,0,6.2208
93,CA-2015-149587,1.42266E+12,1423094400000.00,Second Class,KB-16315,FUR-FU-10003799,53.34,3,0,16.5354
94,CA-2015-149587,1.42266E+12,1423094400000.00,Second Class,KB-16315,OFF-BI-10002852,32.96,2,0,16.1504
95,US-2017-109484,1.50993E+12,1510444800000.00,Standard Class,RB-19705,OFF-BI-10004738,5.682,1,0.7,-3.788
96,CA-2017-161018,1.51019E+12,1510358400000.00,Second Class,PN-18775,FUR-FU-10000629,96.53,7,0,40.5426
97,CA-2017-157833,1.49766E+12,1497916800000.00,First Class,KD-16345,OFF-BI-10001721,51.312,3,0.2,17.9592
98,CA-2016-149223,1.47312E+12,1473552000000.00,Standard Class,ER-13855,OFF-AP-10000358,77.88,6,0,22.5852
99,CA-2016-158568,1.47243E+12,1472774400000.00,Standard Class,RB-19465,OFF-PA-10003256,64.624,7,0.2,22.6184
100,CA-2016-158568,1.47243E+12,1472774400000.00,Standard Class,RB-19465,TEC-AC-10001767,95.976,3,0.2,-10.7973
101,CA-2016-158568,1.47243E+12,1472774400000.00,Standard Class,RB-19465,OFF-BI-10002609,1.788,3,0.8,-3.0396
102,CA-2016-129903,1.48055E+12,1480809600000.00,Second Class,GZ-14470,OFF-PA-10004040,23.92,4,0,11.7208
103,US-2015-156867,1.44737E+12,1447718400000.00,Standard Class,LC-16870,TEC-AC-10001552,238.896,6,0.2,-26.8758
104,US-2015-156867,1.44737E+12,1447718400000.00,Standard Class,LC-16870,FUR-FU-10004006,102.36,3,0.2,-3.8385
105,US-2015-156867,1.44737E+12,1447718400000.00,Standard Class,LC-16870,OFF-BI-10002794,36.882,3,0.7,-25.8174
106,CA-2017-119004,1.5114E+12,1511827200000.00,Standard Class,JM-15250,TEC-AC-10003499,74.112,8,0.2,17.6016
107,CA-2017-119004,1.5114E+12,1511827200000.00,Standard Class,JM-15250,TEC-PH-10002844,27.992,1,0.2,2.0994
108,CA-2017-119004,1.5114E+12,1511827200000.00,Standard Class,JM-15250,OFF-AR-10000390,3.304,1,0.2,1.0738
109,CA-2015-129476,1.44487E+12,1445299200000.00,Standard Class,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992
110,CA-2017-146780,1.51416E+12,1514592000000.00,Standard Class,CV-12805,FUR-FU-10001934,41.96,2,0,10.9096
111,CA-2016-128867,1.47813E+12,1478736000000.00,Standard Class,CL-12565,OFF-AR-10000380,75.96,2,0,22.788
112,CA-2016-128867,1.47813E+12,1478736000000.00,Standard Class,CL-12565,OFF-BI-10003981,27.24,6,0,13.3476
113,CA-2014-115259,1.40892E+12,1409097600000.00,Second Class,RC-19960,OFF-FA-10000621,40.096,14,0.2,14.5348
114,CA-2014-115259,1.40892E+12,1409097600000.00,Second Class,RC-19960,OFF-EN-10002600,4.72,2,0.2,1.652
115,CA-2014-115259,1.40892E+12,1409097600000.00,Second Class,RC-19960,OFF-PA-10004965,23.976,3,0.2,7.4925
116,CA-2014-115259,1.40892E+12,1409097600000.00,Second Class,RC-19960,OFF-EN-10002504,130.464,6,0.2,44.0316
117,CA-2015-110457,1.42525E+12,1425600000000.00,Standard Class,DK-13090,FUR-TA-10001768,787.53,3,0,165.3813
118,US-2015-136476,1.42819E+12,1428624000000.00,Standard Class,GG-14650,OFF-BI-10003650,157.794,1,0.7,-115.7156
119,CA-2016-103730,1.46569E+12,1465948800000.00,First Class,SC-20725,FUR-FU-10002157,47.04,3,0,18.3456
120,CA-2016-103730,1.46569E+12,1465948800000.00,First Class,SC-20725,OFF-BI-10003910,30.84,4,0,13.878
121,CA-2016-103730,1.46569E+12,1465948800000.00,First Class,SC-20725,OFF-ST-10000777,226.56,6,0,63.4368
122,CA-2016-103730,1.46569E+12,1465948800000.00,First Class,SC-20725,OFF-EN-10002500,115.02,9,0,51.759
123,CA-2016-103730,1.46569E+12,1465948800000.00,First Class,SC-20725,TEC-PH-10003875,68.04,7,0,19.7316
124,US-2014-152030,1.41955E+12,1419724800000.00,Second Class,AD-10180,FUR-CH-10004063,600.558,3,0.3,-8.5794
125,US-2014-134614,1.41117E+12,1411603200000.00,Standard Class,PF-19165,FUR-TA-10004534,617.7,6,0.5,-407.682
126,US-2017-107272,1.50984E+12,1510444800000.00,Standard Class,TS-21610,OFF-BI-10003274,2.388,2,0.7,-1.8308
127,US-2017-107272,1.50984E+12,1510444800000.00,Standard Class,TS-21610,OFF-ST-10002974,243.992,7,0.2,30.499
128,US-2016-125969,1.47839E+12,1478736000000.00,Second Class,LS-16975,FUR-CH-10001146,81.424,2,0.2,-9.1602
129,US-2016-125969,1.47839E+12,1478736000000.00,Second Class,LS-16975,FUR-FU-10003773,238.56,3,0,26.2416
130,US-2017-164147,1.48599E+12,1486252800000.00,First Class,DW-13585,TEC-PH-10002293,59.97,5,0.4,-11.994
131,US-2017-164147,1.48599E+12,1486252800000.00,First Class,DW-13585,OFF-PA-10002377,78.304,2,0.2,29.364
132,US-2017-164147,1.48599E+12,1486252800000.00,First Class,DW-13585,OFF-FA-10002780,21.456,9,0.2,6.9732
133,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,OFF-PA-10001804,20.04,3,0,9.6192
134,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,OFF-PA-10001736,35.44,1,0,16.6568
135,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,OFF-AR-10001149,11.52,4,0,3.456
136,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,OFF-FA-10002988,4.02,2,0,1.9698
137,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,OFF-BI-10004781,76.176,3,0.2,26.6616
138,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,OFF-SU-10001218,65.88,6,0,18.4464
139,CA-2016-145583,1.47632E+12,1476835200000.00,Standard Class,LC-16885,FUR-FU-10001706,43.12,14,0,20.6976
140,CA-2016-110366,1.47303E+12,1473206400000.00,Second Class,JD-15895,FUR-FU-10004848,82.8,2,0.2,10.35
141,CA-2017-106180,1.50569E+12,1506124800000.00,Standard Class,SH-19975,OFF-AR-10000940,8.82,3,0,2.3814
142,CA-2017-106180,1.50569E+12,1506124800000.00,Standard Class,SH-19975,OFF-EN-10004030,10.86,3,0,5.1042
143,CA-2017-106180,1.50569E+12,1506124800000.00,Standard Class,SH-19975,OFF-PA-10004327,143.7,3,0,68.976
144,CA-2017-155376,1.5139E+12,1514332800000.00,Standard Class,SG-20080,OFF-AP-10001058,839.43,3,0,218.2518
145,CA-2015-110744,1.44158E+12,1442016000000.00,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0,20.1579
146,CA-2014-110072,1.41394E+12,1414454400000.00,Standard Class,MG-17680,FUR-FU-10000521,93.888,4,0.2,12.9096
147,CA-2016-114489,1.4809E+12,1481241600000.00,Standard Class,JE-16165,TEC-PH-10000215,384.45,11,0,103.8015
148,CA-2016-114489,1.4809E+12,1481241600000.00,Standard Class,JE-16165,TEC-PH-10001448,149.97,3,0,5.9988
149,CA-2016-114489,1.4809E+12,1481241600000.00,Standard Class,JE-16165,FUR-CH-10000454,1951.84,8,0,585.552
150,CA-2016-114489,1.4809E+12,1481241600000.00,Standard Class,JE-16165,OFF-BI-10002735,171.55,5,0,80.6285
151,CA-2016-158834,1.45783E+12,1458086400000.00,First Class,TW-21025,OFF-AP-10000326,157.92,5,0.2,17.766
152,CA-2016-158834,1.45783E+12,1458086400000.00,First Class,TW-21025,TEC-PH-10001254,203.184,2,0.2,15.2388
153,CA-2015-124919,1.43303E+12,1433203200000.00,First Class,SP-20650,OFF-PA-10001950,58.38,7,0,26.271
154,CA-2015-124919,1.43303E+12,1433203200000.00,First Class,SP-20650,OFF-PA-10002254,105.52,4,0,48.5392
155,CA-2015-124919,1.43303E+12,1433203200000.00,First Class,SP-20650,OFF-ST-10001590,80.88,6,0,21.0288
156,CA-2015-118948,1.43277E+12,1433289600000.00,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0,1.7901
157,CA-2014-104269,1.39363E+12,1394064000000.00,Second Class,DB-13060,FUR-CH-10004063,457.568,2,0.2,51.4764
158,CA-2016-114104,1.4796E+12,1479945600000.00,Standard Class,NP-18670,OFF-LA-10002475,14.62,2,0,6.8714
159,CA-2016-114104,1.4796E+12,1479945600000.00,Standard Class,NP-18670,TEC-PH-10004536,944.93,7,0,236.2325
160,CA-2016-162733,1.46292E+12,1463011200000.00,First Class,TT-21070,OFF-PA-10002751,5.98,1,0,2.691
161,CA-2015-119697,1.45126E+12,1451520000000.00,Second Class,EM-13960,TEC-AC-10003657,54.384,2,0.2,1.3596
162,CA-2016-154508,1.47925E+12,1479600000000.00,Standard Class,RD-19900,OFF-EN-10001990,28.4,5,0,13.348
163,CA-2016-113817,1.47848E+12,1478822400000.00,Standard Class,MJ-17740,OFF-BI-10004002,27.68,2,0.2,9.688
164,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,OFF-AR-10004441,9.936,3,0.2,2.7324
165,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,TEC-MA-10000822,8159.952,8,0.4,-1359.992
166,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,OFF-ST-10000991,275.928,3,0.2,-58.6347
167,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,FUR-CH-10004287,1740.06,9,0.3,-24.858
168,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,OFF-AR-10002656,32.064,6,0.2,6.8136
169,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,OFF-AP-10002518,177.98,5,0.8,-453.849
170,CA-2014-139892,1.41013E+12,1410480000000.00,Standard Class,BM-11140,TEC-PH-10003931,143.976,3,0.2,8.9985
171,CA-2014-118962,1.4072E+12,1407542400000.00,Standard Class,CS-12130,OFF-PA-10000659,20.94,3,0,9.8418
172,CA-2014-118962,1.4072E+12,1407542400000.00,Standard Class,CS-12130,OFF-PA-10001144,110.96,2,0,53.2608
173,CA-2014-118962,1.4072E+12,1407542400000.00,Standard Class,CS-12130,FUR-CH-10003817,340.144,7,0.2,21.259
174,US-2014-100853,1.41065E+12,1411084800000.00,Standard Class,JB-15400,OFF-AP-10000891,52.448,2,0.8,-131.12
175,US-2014-100853,1.41065E+12,1411084800000.00,Standard Class,JB-15400,OFF-LA-10003148,20.16,4,0.2,6.552
176,US-2017-152366,1.49273E+12,1493078400000.00,Second Class,SJ-20500,OFF-AP-10002684,97.264,4,0.8,-243.16
177,US-2015-101511,1.44806E+12,1448236800000.00,Second Class,JE-15745,FUR-CH-10004698,396.802,7,0.3,-11.3372
178,US-2015-101511,1.44806E+12,1448236800000.00,Second Class,JE-15745,OFF-SU-10002189,15.88,5,0.2,-3.7715
179,CA-2015-137225,1.45014E+12,1450483200000.00,Standard Class,JK-15640,OFF-AR-10001940,3.28,1,0,1.4104
180,CA-2014-166191,1.41774E+12,1418083200000.00,Second Class,DK-13150,OFF-ST-10003455,24.816,2,0.2,1.8612
181,CA-2014-166191,1.41774E+12,1418083200000.00,Second Class,DK-13150,TEC-AC-10004659,408.744,7,0.2,76.6395
182,CA-2014-158274,1.41636E+12,1416787200000.00,Second Class,RM-19675,TEC-PH-10003273,503.96,4,0,131.0296
183,CA-2014-158274,1.41636E+12,1416787200000.00,Second Class,RM-19675,TEC-PH-10004896,149.95,5,0,41.986
184,CA-2014-158274,1.41636E+12,1416787200000.00,Second Class,RM-19675,TEC-AC-10002345,29,2,0,7.25
185,CA-2016-105018,1.48029E+12,1480636800000.00,Standard Class,SK-19990,OFF-BI-10001890,7.16,2,0,3.4368
186,CA-2014-123260,1.40901E+12,1409356800000.00,Standard Class,FM-14290,TEC-AC-10002323,176.8,8,0,22.984
187,CA-2016-157000,1.46863E+12,1469145600000.00,Standard Class,AM-10360,OFF-ST-10001328,37.224,3,0.2,3.7224
188,CA-2016-157000,1.46863E+12,1469145600000.00,Standard Class,AM-10360,OFF-PA-10001950,20.016,3,0.2,6.255
189,CA-2015-102281,1.44461E+12,1444780800000.00,First Class,MP-17470,FUR-BO-10002613,899.136,4,0.2,112.392
190,CA-2015-102281,1.44461E+12,1444780800000.00,First Class,MP-17470,TEC-PH-10001552,71.76,6,0,20.0928
191,CA-2015-102281,1.44461E+12,1444780800000.00,First Class,MP-17470,OFF-PA-10000061,51.84,8,0,24.8832
192,CA-2015-102281,1.44461E+12,1444780800000.00,First Class,MP-17470,FUR-BO-10002545,626.352,3,0.2,46.9764
193,CA-2015-102281,1.44461E+12,1444780800000.00,First Class,MP-17470,OFF-AR-10003514,19.9,5,0,6.567
194,CA-2015-131457,1.44625E+12,1446768000000.00,Standard Class,MZ-17515,OFF-EN-10001509,14.28,7,0,6.7116
195,CA-2014-140004,1.39536E+12,1395705600000.00,Standard Class,CB-12025,OFF-AR-10004685,7.408,2,0.2,1.2038
196,CA-2014-140004,1.39536E+12,1395705600000.00,Standard Class,CB-12025,OFF-AR-10004027,6.048,3,0.2,1.5876
197,CA-2017-107720,1.50993E+12,1510531200000.00,Standard Class,VM-21685,OFF-ST-10001414,46.26,3,0,12.0276
198,US-2017-124303,1.4993E+12,1499904000000.00,Standard Class,FH-14365,OFF-BI-10000343,2.946,2,0.7,-2.2586
199,US-2017-124303,1.4993E+12,1499904000000.00,Standard Class,FH-14365,OFF-PA-10002749,16.056,3,0.2,5.8203
200,CA-2017-105074,1.49826E+12,1498694400000.00,Standard Class,MB-17305,OFF-PA-10002666,21.744,3,0.2,6.795
201,CA-2014-133690,1.40702E+12,1407196800000.00,First Class,BS-11755,FUR-TA-10004289,218.75,2,0.5,-161.875
202,CA-2014-133690,1.40702E+12,1407196800000.00,First Class,BS-11755,OFF-AP-10003622,2.6,1,0.2,0.2925
203,US-2017-116701,1.51347E+12,1513814400000.00,Second Class,LC-17140,OFF-AP-10003217,66.284,2,0.8,-178.9668
204,CA-2017-126382,1.49645E+12,1496793600000.00,Standard Class,HK-14890,FUR-FU-10002960,35.168,7,0.2,9.6712
205,CA-2017-108329,1.51278E+12,1513209600000.00,Standard Class,LE-16810,TEC-PH-10001918,444.768,4,0.2,44.4768
206,CA-2017-135860,1.51209E+12,1512604800000.00,Standard Class,JH-15985,OFF-ST-10000642,83.92,4,0,5.8744
207,CA-2017-135860,1.51209E+12,1512604800000.00,Standard Class,JH-15985,TEC-PH-10001700,131.98,2,0,35.6346
208,CA-2017-135860,1.51209E+12,1512604800000.00,Standard Class,JH-15985,OFF-BI-10003274,15.92,4,0,7.4824
209,CA-2017-135860,1.51209E+12,1512604800000.00,Standard Class,JH-15985,OFF-FA-10000134,52.29,9,0,16.2099
210,CA-2017-135860,1.51209E+12,1512604800000.00,Standard Class,JH-15985,OFF-ST-10001522,91.99,1,0,3.6796
211,CA-2015-101007,1.42344E+12,1423785600000.00,Second Class,MS-17980,TEC-AC-10001266,20.8,2,0.2,6.5
212,CA-2015-146262,1.42016E+12,1420761600000.00,Standard Class,VW-21775,OFF-LA-10004544,23.68,2,0.2,8.88
213,CA-2015-146262,1.42016E+12,1420761600000.00,Standard Class,VW-21775,FUR-BO-10004695,452.45,5,0.5,-244.323
214,CA-2015-146262,1.42016E+12,1420761600000.00,Standard Class,VW-21775,TEC-PH-10002844,62.982,3,0.4,-14.6958
215,CA-2015-146262,1.42016E+12,1420761600000.00,Standard Class,VW-21775,TEC-MA-10000864,1188,9,0.7,-950.4
216,CA-2015-146262,1.42016E+12,1420761600000.00,Standard Class,VW-21775,TEC-AC-10000109,89.584,2,0.2,4.4792
217,CA-2016-130162,1.47761E+12,1477958400000.00,Standard Class,JH-15910,OFF-ST-10001328,93.06,6,0,26.0568
218,CA-2016-130162,1.47761E+12,1477958400000.00,Standard Class,JH-15910,TEC-PH-10002563,302.376,3,0.2,22.6782
